updated_type,updated_subtype,binned_latitude,binned_longitude,alert_counts
Accident,Minor,41.96,-87.72,2
Accident,Minor,41.96,-87.71,1
Accident,Minor,41.96,-87.7,1
Accident,Minor,41.96,-87.69,3
Accident,Minor,41.96,-87.68,3
Accident,Minor,41.96,-87.67,2
Accident,Minor,41.96,-87.66,2
Accident,Minor,41.96,-87.65,9
Accident,Minor,41.97,-87.89,1
Accident,Minor,41.97,-87.88,2
Accident,Minor,41.97,-87.85,1
Accident,Minor,41.97,-87.84,1
Accident,Minor,41.97,-87.82,1
Accident,Minor,41.97,-87.81,2
Accident,Minor,41.97,-87.8,1
Accident,Minor,41.97,-87.78,12
Accident,Minor,41.97,-87.77,27
Accident,Minor,41.97,-87.76,2
Accident,Minor,41.97,-87.75,15
Accident,Minor,41.97,-87.74,1
Accident,Minor,41.97,-87.73,3
Accident,Minor,41.97,-87.72,1
Accident,Minor,41.97,-87.69,2
Accident,Minor,41.97,-87.68,1
Accident,Minor,41.97,-87.67,1
Accident,Minor,41.97,-87.66,3
Accident,Minor,41.97,-87.65,3
Accident,Minor,41.98,-87.9,1
Accident,Minor,41.98,-87.89,2
Accident,Minor,41.98,-87.88,1
Accident,Minor,41.98,-87.85,3
Accident,Minor,41.98,-87.84,4
Accident,Minor,41.98,-87.83,7
Accident,Minor,41.98,-87.82,10
Accident,Minor,41.98,-87.81,11
Accident,Minor,41.98,-87.8,17
Accident,Minor,41.98,-87.79,19
Accident,Minor,41.98,-87.78,1
Accident,Minor,41.98,-87.77,1
Accident,Minor,41.98,-87.76,7
Accident,Minor,41.98,-87.75,11
Accident,Minor,41.98,-87.73,2
Accident,Minor,41.98,-87.72,1
Accident,Minor,41.98,-87.7,1
Accident,Minor,41.98,-87.68,1
Accident,Minor,41.98,-87.67,9
Accident,Minor,41.98,-87.66,18
Accident,Minor,41.99,-87.82,2
Accident,Minor,41.99,-87.8,3
Accident,Minor,41.99,-87.79,4
Accident,Minor,41.99,-87.78,1
Accident,Minor,41.99,-87.77,6
Accident,Minor,41.99,-87.76,4
Accident,Minor,41.99,-87.75,3
Accident,Minor,41.99,-87.73,3
Accident,Minor,41.99,-87.72,17
Accident,Minor,41.99,-87.71,6
Accident,Minor,41.99,-87.7,7
Accident,Minor,41.99,-87.69,5
Accident,Minor,41.99,-87.68,7
Accident,Minor,41.99,-87.67,6
Accident,Minor,41.99,-87.66,4
Accident,Minor,42.0,-87.79,2
Accident,Minor,42.0,-87.71,1
Accident,Minor,42.0,-87.7,2
Accident,Minor,42.0,-87.69,1
Accident,Minor,42.0,-87.68,2
Accident,Minor,42.0,-87.67,6
Accident,Minor,42.01,-87.81,2
Accident,Minor,42.01,-87.69,3
Accident,Minor,42.01,-87.68,1
Accident,Minor,42.01,-87.67,2
Accident,Unclassified,41.64,-87.59,4
Accident,Unclassified,41.64,-87.58,6
Accident,Unclassified,41.65,-87.62,6
Accident,Unclassified,41.65,-87.61,4
Accident,Unclassified,41.65,-87.6,3
Accident,Unclassified,41.65,-87.59,103
Accident,Unclassified,41.65,-87.58,12
Accident,Unclassified,41.65,-87.57,11
Accident,Unclassified,41.65,-87.56,5
Accident,Unclassified,41.66,-87.65,5
Accident,Unclassified,41.66,-87.64,2
Accident,Unclassified,41.66,-87.63,5
Accident,Unclassified,41.66,-87.6,88
Accident,Unclassified,41.66,-87.59,20
Accident,Unclassified,41.66,-87.57,1
Accident,Unclassified,41.66,-87.56,1
Accident,Unclassified,41.67,-87.67,1
Accident,Unclassified,41.67,-87.65,3
Accident,Unclassified,41.67,-87.61,37
Accident,Unclassified,41.67,-87.6,23
Accident,Unclassified,41.67,-87.56,1
Accident,Unclassified,41.68,-87.72,3
Accident,Unclassified,41.68,-87.71,3
Accident,Unclassified,41.68,-87.69,1
Accident,Unclassified,41.68,-87.68,1
Accident,Unclassified,41.68,-87.67,15
Accident,Unclassified,41.68,-87.66,1
Accident,Unclassified,41.68,-87.65,2
Accident,Unclassified,41.68,-87.64,3
Accident,Unclassified,41.68,-87.63,5
Accident,Unclassified,41.68,-87.62,2
Accident,Unclassified,41.68,-87.61,103
Accident,Unclassified,41.68,-87.6,11
Accident,Unclassified,41.68,-87.56,1
Accident,Unclassified,41.69,-87.73,4
Accident,Unclassified,41.69,-87.72,4
Accident,Unclassified,41.69,-87.71,3
Accident,Unclassified,41.69,-87.69,9
Accident,Unclassified,41.69,-87.68,4
Accident,Unclassified,41.69,-87.67,5
Accident,Unclassified,41.69,-87.66,11
Accident,Unclassified,41.69,-87.65,3
Accident,Unclassified,41.69,-87.64,1
Accident,Unclassified,41.69,-87.63,3
Accident,Unclassified,41.69,-87.62,2
Accident,Unclassified,41.69,-87.61,6
Accident,Unclassified,41.69,-87.6,106
Accident,Unclassified,41.69,-87.58,1
Accident,Unclassified,41.69,-87.56,1
Accident,Unclassified,41.7,-87.72,2
Accident,Unclassified,41.7,-87.71,1
Accident,Unclassified,41.7,-87.69,4
Accident,Unclassified,41.7,-87.68,3
Accident,Unclassified,41.7,-87.67,2
Accident,Unclassified,41.7,-87.66,9
Accident,Unclassified,41.7,-87.65,9
Accident,Unclassified,41.7,-87.64,3
Accident,Unclassified,41.7,-87.63,1
Accident,Unclassified,41.7,-87.62,5
Accident,Unclassified,41.7,-87.61,4
Accident,Unclassified,41.7,-87.6,61
Accident,Unclassified,41.7,-87.59,15
Accident,Unclassified,41.7,-87.58,6
Accident,Unclassified,41.7,-87.57,4
Accident,Unclassified,41.7,-87.56,3
Accident,Unclassified,41.71,-87.69,2
Accident,Unclassified,41.71,-87.68,2
Accident,Unclassified,41.71,-87.67,7
Accident,Unclassified,41.71,-87.66,15
Accident,Unclassified,41.71,-87.65,58
Accident,Unclassified,41.71,-87.64,10
Accident,Unclassified,41.71,-87.63,103
Accident,Unclassified,41.71,-87.62,80
Accident,Unclassified,41.71,-87.61,123
Accident,Unclassified,41.71,-87.6,40
Accident,Unclassified,41.71,-87.59,25
Accident,Unclassified,41.71,-87.58,3
Accident,Unclassified,41.71,-87.57,3
Accident,Unclassified,41.71,-87.56,4
Accident,Unclassified,41.72,-87.68,8
Accident,Unclassified,41.72,-87.67,13
Accident,Unclassified,41.72,-87.66,4
Accident,Unclassified,41.72,-87.65,19
Accident,Unclassified,41.72,-87.64,4
Accident,Unclassified,41.72,-87.63,149
Accident,Unclassified,41.72,-87.62,5
Accident,Unclassified,41.72,-87.61,5
Accident,Unclassified,41.72,-87.6,3
Accident,Unclassified,41.72,-87.59,58
Accident,Unclassified,41.72,-87.58,16
Accident,Unclassified,41.72,-87.57,11
Accident,Unclassified,41.73,-87.75,3
Accident,Unclassified,41.73,-87.74,1
Accident,Unclassified,41.73,-87.73,11
Accident,Unclassified,41.73,-87.72,4
Accident,Unclassified,41.73,-87.71,3
Accident,Unclassified,41.73,-87.7,11
Accident,Unclassified,41.73,-87.69,10
Accident,Unclassified,41.73,-87.68,7
Accident,Unclassified,41.73,-87.67,11
Accident,Unclassified,41.73,-87.66,10
Accident,Unclassified,41.73,-87.65,13
Accident,Unclassified,41.73,-87.64,6
Accident,Unclassified,41.73,-87.63,150
Accident,Unclassified,41.73,-87.62,10
Accident,Unclassified,41.73,-87.61,7
Accident,Unclassified,41.73,-87.6,4
Accident,Unclassified,41.73,-87.59,9
Accident,Unclassified,41.73,-87.58,7
Accident,Unclassified,41.73,-87.57,16
Accident,Unclassified,41.74,-87.75,25
Accident,Unclassified,41.74,-87.74,9
Accident,Unclassified,41.74,-87.73,14
Accident,Unclassified,41.74,-87.72,12
Accident,Unclassified,41.74,-87.71,13
Accident,Unclassified,41.74,-87.7,7
Accident,Unclassified,41.74,-87.69,2
Accident,Unclassified,41.74,-87.68,2
Accident,Unclassified,41.74,-87.67,3
Accident,Unclassified,41.74,-87.66,4
Accident,Unclassified,41.74,-87.65,4
Accident,Unclassified,41.74,-87.64,3
Accident,Unclassified,41.74,-87.63,136
Accident,Unclassified,41.74,-87.62,3
Accident,Unclassified,41.74,-87.61,5
Accident,Unclassified,41.74,-87.6,2
Accident,Unclassified,41.74,-87.59,16
Accident,Unclassified,41.74,-87.58,8
Accident,Unclassified,41.74,-87.57,6
Accident,Unclassified,41.75,-87.75,11
Accident,Unclassified,41.75,-87.74,5
Accident,Unclassified,41.75,-87.73,7
Accident,Unclassified,41.75,-87.71,8
Accident,Unclassified,41.75,-87.7,3
Accident,Unclassified,41.75,-87.69,5
Accident,Unclassified,41.75,-87.68,9
Accident,Unclassified,41.75,-87.67,7
Accident,Unclassified,41.75,-87.66,13
Accident,Unclassified,41.75,-87.65,10
Accident,Unclassified,41.75,-87.64,10
Accident,Unclassified,41.75,-87.63,161
Accident,Unclassified,41.75,-87.62,11
Accident,Unclassified,41.75,-87.61,8
Accident,Unclassified,41.75,-87.6,11
Accident,Unclassified,41.75,-87.59,37
Accident,Unclassified,41.75,-87.58,5
Accident,Unclassified,41.75,-87.57,9
Accident,Unclassified,41.76,-87.8,2
Accident,Unclassified,41.76,-87.74,7
Accident,Unclassified,41.76,-87.73,2
Accident,Unclassified,41.76,-87.72,2
Accident,Unclassified,41.76,-87.71,1
Accident,Unclassified,41.76,-87.7,2
Accident,Unclassified,41.76,-87.69,15
Accident,Unclassified,41.76,-87.68,9
Accident,Unclassified,41.76,-87.67,11
Accident,Unclassified,41.76,-87.66,5
Accident,Unclassified,41.76,-87.65,11
Accident,Unclassified,41.76,-87.64,6
Accident,Unclassified,41.76,-87.63,179
Accident,Unclassified,41.76,-87.62,12
Accident,Unclassified,41.76,-87.61,13
Accident,Unclassified,41.76,-87.6,3
Accident,Unclassified,41.76,-87.59,15
Accident,Unclassified,41.76,-87.58,11
Accident,Unclassified,41.76,-87.57,32
Accident,Unclassified,41.77,-87.81,8
Accident,Unclassified,41.77,-87.8,3
Accident,Unclassified,41.77,-87.79,3
Accident,Unclassified,41.77,-87.77,9
Accident,Unclassified,41.77,-87.76,6
Accident,Unclassified,41.77,-87.75,31
Accident,Unclassified,41.77,-87.74,13
Accident,Unclassified,41.77,-87.73,29
Accident,Unclassified,41.77,-87.72,10
Accident,Unclassified,41.77,-87.71,7
Accident,Unclassified,41.77,-87.7,11
Accident,Unclassified,41.77,-87.69,18
Accident,Unclassified,41.77,-87.68,9
Accident,Unclassified,41.77,-87.67,6
Accident,Unclassified,41.77,-87.66,10
Accident,Unclassified,41.77,-87.65,10
Accident,Unclassified,41.77,-87.64,59
Accident,Unclassified,41.77,-87.63,139
Accident,Unclassified,41.77,-87.62,23
Accident,Unclassified,41.77,-87.61,10
Accident,Unclassified,41.77,-87.6,5
Accident,Unclassified,41.77,-87.59,16
Accident,Unclassified,41.77,-87.58,39
Accident,Unclassified,41.77,-87.57,9
Accident,Unclassified,41.78,-87.81,12
Accident,Unclassified,41.78,-87.8,2
Accident,Unclassified,41.78,-87.79,3
Accident,Unclassified,41.78,-87.77,2
Accident,Unclassified,41.78,-87.75,27
Accident,Unclassified,41.78,-87.74,6
Accident,Unclassified,41.78,-87.73,14
Accident,Unclassified,41.78,-87.72,1
Accident,Unclassified,41.78,-87.71,10
Accident,Unclassified,41.78,-87.7,2
Accident,Unclassified,41.78,-87.69,15
Accident,Unclassified,41.78,-87.68,3
Accident,Unclassified,41.78,-87.67,9
Accident,Unclassified,41.78,-87.66,3
Accident,Unclassified,41.78,-87.65,4
Accident,Unclassified,41.78,-87.64,198
Accident,Unclassified,41.78,-87.63,18
Accident,Unclassified,41.78,-87.62,4
Accident,Unclassified,41.78,-87.61,13
Accident,Unclassified,41.78,-87.6,7
Accident,Unclassified,41.78,-87.59,8
Accident,Unclassified,41.78,-87.58,48
Accident,Unclassified,41.79,-87.81,25
Accident,Unclassified,41.79,-87.8,12
Accident,Unclassified,41.79,-87.79,9
Accident,Unclassified,41.79,-87.78,6
Accident,Unclassified,41.79,-87.77,25
Accident,Unclassified,41.79,-87.76,14
Accident,Unclassified,41.79,-87.75,59
Accident,Unclassified,41.79,-87.74,15
Accident,Unclassified,41.79,-87.73,26
Accident,Unclassified,41.79,-87.72,3
Accident,Unclassified,41.79,-87.71,20
Accident,Unclassified,41.79,-87.7,1
Accident,Unclassified,41.79,-87.69,36
Accident,Unclassified,41.79,-87.68,6
Accident,Unclassified,41.79,-87.67,7
Accident,Unclassified,41.79,-87.66,8
Accident,Unclassified,41.79,-87.65,9
Accident,Unclassified,41.79,-87.64,225
Accident,Unclassified,41.79,-87.63,25
Accident,Unclassified,41.79,-87.62,11
Accident,Unclassified,41.79,-87.61,8
Accident,Unclassified,41.79,-87.6,12
Accident,Unclassified,41.79,-87.59,63
Accident,Unclassified,41.79,-87.58,32
Accident,Unclassified,41.8,-87.8,2
Accident,Unclassified,41.8,-87.78,1
Accident,Unclassified,41.8,-87.76,2
Accident,Unclassified,41.8,-87.75,40
Accident,Unclassified,41.8,-87.74,13
Accident,Unclassified,41.8,-87.73,32
Accident,Unclassified,41.8,-87.72,27
Accident,Unclassified,41.8,-87.71,14
Accident,Unclassified,41.8,-87.7,7
Accident,Unclassified,41.8,-87.69,27
Accident,Unclassified,41.8,-87.68,6
Accident,Unclassified,41.8,-87.67,7
Accident,Unclassified,41.8,-87.66,5
Accident,Unclassified,41.8,-87.65,6
Accident,Unclassified,41.8,-87.64,236
Accident,Unclassified,41.8,-87.63,9
Accident,Unclassified,41.8,-87.62,6
Accident,Unclassified,41.8,-87.61,10
Accident,Unclassified,41.8,-87.6,12
Accident,Unclassified,41.8,-87.59,62
Accident,Unclassified,41.81,-87.77,4
Accident,Unclassified,41.81,-87.76,28
Accident,Unclassified,41.81,-87.75,177
Accident,Unclassified,41.81,-87.74,61
Accident,Unclassified,41.81,-87.73,53
Accident,Unclassified,41.81,-87.72,3
Accident,Unclassified,41.81,-87.71,21
Accident,Unclassified,41.81,-87.7,6
Accident,Unclassified,41.81,-87.69,19
Accident,Unclassified,41.81,-87.67,12
Accident,Unclassified,41.81,-87.66,1
Accident,Unclassified,41.81,-87.65,3
Accident,Unclassified,41.81,-87.64,210
Accident,Unclassified,41.81,-87.63,65
Accident,Unclassified,41.81,-87.62,5
Accident,Unclassified,41.81,-87.61,6
Accident,Unclassified,41.81,-87.6,39
Accident,Unclassified,41.81,-87.59,14
Accident,Unclassified,41.82,-87.75,19
Accident,Unclassified,41.82,-87.74,40
Accident,Unclassified,41.82,-87.73,118
Accident,Unclassified,41.82,-87.72,119
Accident,Unclassified,41.82,-87.71,81
Accident,Unclassified,41.82,-87.7,7
Accident,Unclassified,41.82,-87.69,62
Accident,Unclassified,41.82,-87.68,2
Accident,Unclassified,41.82,-87.67,9
Accident,Unclassified,41.82,-87.66,3
Accident,Unclassified,41.82,-87.65,4
Accident,Unclassified,41.82,-87.64,154
Accident,Unclassified,41.82,-87.63,28
Accident,Unclassified,41.82,-87.62,6
Accident,Unclassified,41.82,-87.61,33
Accident,Unclassified,41.82,-87.6,12
Accident,Unclassified,41.83,-87.74,6
Accident,Unclassified,41.83,-87.73,6
Accident,Unclassified,41.83,-87.72,3
Accident,Unclassified,41.83,-87.71,43
Accident,Unclassified,41.83,-87.7,138
Accident,Unclassified,41.83,-87.69,122
Accident,Unclassified,41.83,-87.68,138
Accident,Unclassified,41.83,-87.67,64
Accident,Unclassified,41.83,-87.66,4
Accident,Unclassified,41.83,-87.65,14
Accident,Unclassified,41.83,-87.64,250
Accident,Unclassified,41.83,-87.63,11
Accident,Unclassified,41.83,-87.62,10
Accident,Unclassified,41.83,-87.61,46
Accident,Unclassified,41.84,-87.75,3
Accident,Unclassified,41.84,-87.74,16
Accident,Unclassified,41.84,-87.73,7
Accident,Unclassified,41.84,-87.72,10
Accident,Unclassified,41.84,-87.71,14
Accident,Unclassified,41.84,-87.7,14
Accident,Unclassified,41.84,-87.69,15
Accident,Unclassified,41.84,-87.68,14
Accident,Unclassified,41.84,-87.67,48
Accident,Unclassified,41.84,-87.66,150
Accident,Unclassified,41.84,-87.65,209
Accident,Unclassified,41.84,-87.64,326
Accident,Unclassified,41.84,-87.63,117
Accident,Unclassified,41.84,-87.62,91
Accident,Unclassified,41.84,-87.61,9
Accident,Unclassified,41.85,-87.74,10
Accident,Unclassified,41.85,-87.73,15
Accident,Unclassified,41.85,-87.72,17
Accident,Unclassified,41.85,-87.71,25
Accident,Unclassified,41.85,-87.7,16
Accident,Unclassified,41.85,-87.69,20
Accident,Unclassified,41.85,-87.68,12
Accident,Unclassified,41.85,-87.67,47
Accident,Unclassified,41.85,-87.66,16
Accident,Unclassified,41.85,-87.65,333
Accident,Unclassified,41.85,-87.64,80
Accident,Unclassified,41.85,-87.63,30
Accident,Unclassified,41.85,-87.62,107
Accident,Unclassified,41.86,-87.78,1
Accident,Unclassified,41.86,-87.77,5
Accident,Unclassified,41.86,-87.75,13
Accident,Unclassified,41.86,-87.74,15
Accident,Unclassified,41.86,-87.73,6
Accident,Unclassified,41.86,-87.72,13
Accident,Unclassified,41.86,-87.71,15
Accident,Unclassified,41.86,-87.7,13
Accident,Unclassified,41.86,-87.69,20
Accident,Unclassified,41.86,-87.68,21
Accident,Unclassified,41.86,-87.67,38
Accident,Unclassified,41.86,-87.66,18
Accident,Unclassified,41.86,-87.65,429
Accident,Unclassified,41.86,-87.64,39
Accident,Unclassified,41.86,-87.63,53
Accident,Unclassified,41.86,-87.62,165
Accident,Unclassified,41.86,-87.61,3
Accident,Unclassified,41.87,-87.79,1
Accident,Unclassified,41.87,-87.78,86
Accident,Unclassified,41.87,-87.77,193
Accident,Unclassified,41.87,-87.76,140
Accident,Unclassified,41.87,-87.75,153
Accident,Unclassified,41.87,-87.74,180
Accident,Unclassified,41.87,-87.73,173
Accident,Unclassified,41.87,-87.72,146
Accident,Unclassified,41.87,-87.71,135
Accident,Unclassified,41.87,-87.7,96
Accident,Unclassified,41.87,-87.69,130
Accident,Unclassified,41.87,-87.68,172
Accident,Unclassified,41.87,-87.67,209
Accident,Unclassified,41.87,-87.66,213
Accident,Unclassified,41.87,-87.65,454
Accident,Unclassified,41.87,-87.64,96
Accident,Unclassified,41.87,-87.63,81
Accident,Unclassified,41.87,-87.62,229
Accident,Unclassified,41.88,-87.78,2
Accident,Unclassified,41.88,-87.77,20
Accident,Unclassified,41.88,-87.76,15
Accident,Unclassified,41.88,-87.75,20
Accident,Unclassified,41.88,-87.74,15
Accident,Unclassified,41.88,-87.73,28
Accident,Unclassified,41.88,-87.72,13
Accident,Unclassified,41.88,-87.71,37
Accident,Unclassified,41.88,-87.7,8
Accident,Unclassified,41.88,-87.69,41
Accident,Unclassified,41.88,-87.68,13
Accident,Unclassified,41.88,-87.67,35
Accident,Unclassified,41.88,-87.66,27
Accident,Unclassified,41.88,-87.65,387
Accident,Unclassified,41.88,-87.64,85
Accident,Unclassified,41.88,-87.63,121
Accident,Unclassified,41.88,-87.62,142
Accident,Unclassified,41.89,-87.78,2
Accident,Unclassified,41.89,-87.77,8
Accident,Unclassified,41.89,-87.76,10
Accident,Unclassified,41.89,-87.75,25
Accident,Unclassified,41.89,-87.74,5
Accident,Unclassified,41.89,-87.73,9
Accident,Unclassified,41.89,-87.72,11
Accident,Unclassified,41.89,-87.71,33
Accident,Unclassified,41.89,-87.7,15
Accident,Unclassified,41.89,-87.69,37
Accident,Unclassified,41.89,-87.68,25
Accident,Unclassified,41.89,-87.67,63
Accident,Unclassified,41.89,-87.66,502
Accident,Unclassified,41.89,-87.65,179
Accident,Unclassified,41.89,-87.64,142
Accident,Unclassified,41.89,-87.63,101
Accident,Unclassified,41.89,-87.62,286
Accident,Unclassified,41.89,-87.61,2
Accident,Unclassified,41.9,-87.79,9
Accident,Unclassified,41.9,-87.78,11
Accident,Unclassified,41.9,-87.77,18
Accident,Unclassified,41.9,-87.76,20
Accident,Unclassified,41.9,-87.75,25
Accident,Unclassified,41.9,-87.74,28
Accident,Unclassified,41.9,-87.73,33
Accident,Unclassified,41.9,-87.72,23
Accident,Unclassified,41.9,-87.71,26
Accident,Unclassified,41.9,-87.7,7
Accident,Unclassified,41.9,-87.69,20
Accident,Unclassified,41.9,-87.68,18
Accident,Unclassified,41.9,-87.67,432
Accident,Unclassified,41.9,-87.66,33
Accident,Unclassified,41.9,-87.65,28
Accident,Unclassified,41.9,-87.64,35
Accident,Unclassified,41.9,-87.63,238
Accident,Unclassified,41.9,-87.62,84
Accident,Unclassified,41.91,-87.81,1
Accident,Unclassified,41.91,-87.8,4
Accident,Unclassified,41.91,-87.79,3
Accident,Unclassified,41.91,-87.78,13
Accident,Unclassified,41.91,-87.77,14
Accident,Unclassified,41.91,-87.76,3
Accident,Unclassified,41.91,-87.75,26
Accident,Unclassified,41.91,-87.74,14
Accident,Unclassified,41.91,-87.73,13
Accident,Unclassified,41.91,-87.72,10
Accident,Unclassified,41.91,-87.71,23
Accident,Unclassified,41.91,-87.7,12
Accident,Unclassified,41.91,-87.69,48
Accident,Unclassified,41.91,-87.68,108
Accident,Unclassified,41.91,-87.67,308
Accident,Unclassified,41.91,-87.66,47
Accident,Unclassified,41.91,-87.65,26
Accident,Unclassified,41.91,-87.64,38
Accident,Unclassified,41.91,-87.63,160
Accident,Unclassified,41.92,-87.81,18
Accident,Unclassified,41.92,-87.8,12
Accident,Unclassified,41.92,-87.79,20
Accident,Unclassified,41.92,-87.78,6
Accident,Unclassified,41.92,-87.77,9
Accident,Unclassified,41.92,-87.76,12
Accident,Unclassified,41.92,-87.75,32
Accident,Unclassified,41.92,-87.74,13
Accident,Unclassified,41.92,-87.73,21
Accident,Unclassified,41.92,-87.72,14
Accident,Unclassified,41.92,-87.71,31
Accident,Unclassified,41.92,-87.7,75
Accident,Unclassified,41.92,-87.69,237
Accident,Unclassified,41.92,-87.68,130
Accident,Unclassified,41.92,-87.67,69
Accident,Unclassified,41.92,-87.66,22
Accident,Unclassified,41.92,-87.65,32
Accident,Unclassified,41.92,-87.64,120
Accident,Unclassified,41.92,-87.63,9
Accident,Unclassified,41.93,-87.85,1
Accident,Unclassified,41.93,-87.84,18
Accident,Unclassified,41.93,-87.83,1
Accident,Unclassified,41.93,-87.82,3
Accident,Unclassified,41.93,-87.81,24
Accident,Unclassified,41.93,-87.8,14
Accident,Unclassified,41.93,-87.79,15
Accident,Unclassified,41.93,-87.78,7
Accident,Unclassified,41.93,-87.77,17
Accident,Unclassified,41.93,-87.76,8
Accident,Unclassified,41.93,-87.75,28
Accident,Unclassified,41.93,-87.74,14
Accident,Unclassified,41.93,-87.73,28
Accident,Unclassified,41.93,-87.72,27
Accident,Unclassified,41.93,-87.71,188
Accident,Unclassified,41.93,-87.7,180
Accident,Unclassified,41.93,-87.69,41
Accident,Unclassified,41.93,-87.68,28
Accident,Unclassified,41.93,-87.67,31
Accident,Unclassified,41.93,-87.66,18
Accident,Unclassified,41.93,-87.65,26
Accident,Unclassified,41.93,-87.64,112
Accident,Unclassified,41.94,-87.91,1
Accident,Unclassified,41.94,-87.84,15
Accident,Unclassified,41.94,-87.83,9
Accident,Unclassified,41.94,-87.82,5
Accident,Unclassified,41.94,-87.81,15
Accident,Unclassified,41.94,-87.8,6
Accident,Unclassified,41.94,-87.79,11
Accident,Unclassified,41.94,-87.78,5
Accident,Unclassified,41.94,-87.77,10
Accident,Unclassified,41.94,-87.76,17
Accident,Unclassified,41.94,-87.75,33
Accident,Unclassified,41.94,-87.74,17
Accident,Unclassified,41.94,-87.73,90
Accident,Unclassified,41.94,-87.72,237
Accident,Unclassified,41.94,-87.71,66
Accident,Unclassified,41.94,-87.7,23
Accident,Unclassified,41.94,-87.69,40
Accident,Unclassified,41.94,-87.68,16
Accident,Unclassified,41.94,-87.67,35
Accident,Unclassified,41.94,-87.66,29
Accident,Unclassified,41.94,-87.65,87
Accident,Unclassified,41.94,-87.64,36
Accident,Unclassified,41.95,-87.9,6
Accident,Unclassified,41.95,-87.89,14
Accident,Unclassified,41.95,-87.85,6
Accident,Unclassified,41.95,-87.84,32
Accident,Unclassified,41.95,-87.83,2
Accident,Unclassified,41.95,-87.82,1
Accident,Unclassified,41.95,-87.81,16
Accident,Unclassified,41.95,-87.8,11
Accident,Unclassified,41.95,-87.79,20
Accident,Unclassified,41.95,-87.78,10
Accident,Unclassified,41.95,-87.77,10
Accident,Unclassified,41.95,-87.76,18
Accident,Unclassified,41.95,-87.75,68
Accident,Unclassified,41.95,-87.74,166
Accident,Unclassified,41.95,-87.73,146
Accident,Unclassified,41.95,-87.72,23
Accident,Unclassified,41.95,-87.71,18
Accident,Unclassified,41.95,-87.7,20
Accident,Unclassified,41.95,-87.69,44
Accident,Unclassified,41.95,-87.68,28
Accident,Unclassified,41.95,-87.67,33
Accident,Unclassified,41.95,-87.66,21
Accident,Unclassified,41.95,-87.65,99
Accident,Unclassified,41.96,-87.91,1
Accident,Unclassified,41.96,-87.88,1
Accident,Unclassified,41.96,-87.85,9
Accident,Unclassified,41.96,-87.84,3
Accident,Unclassified,41.96,-87.81,4
Accident,Unclassified,41.96,-87.79,8
Accident,Unclassified,41.96,-87.78,15
Accident,Unclassified,41.96,-87.77,21
Accident,Unclassified,41.96,-87.76,235
